Input Board,decision,Output Board,Input Graph,Output Graph
  XX OXOO,1,X XX OXOO,"[[0, 0, 1], [1, 0, 2], [1, 2, 2]]","[[1, 0, 1], [1, 0, 2], [1, 2, 2]]"
X      O ,7,X     XO ,"[[1, 0, 0], [0, 0, 0], [0, 2, 0]]","[[1, 0, 0], [0, 0, 0], [1, 2, 0]]"
 XX    OO,1,XXX    OO,"[[0, 1, 1], [0, 0, 0], [0, 2, 2]]","[[1, 1, 1], [0, 0, 0], [0, 2, 2]]"
     O XX,7,     OOXX,"[[0, 0, 0], [0, 0, 2], [0, 1, 1]]","[[0, 0, 0], [0, 0, 2], [2, 1, 1]]"
XOXOX  O ,7,XOXOX XO ,"[[1, 2, 1], [2, 1, 0], [0, 2, 0]]","[[1, 2, 1], [2, 1, 0], [1, 2, 0]]"
       X ,5,    O  X ,"[[0, 0, 0], [0, 0, 0], [0, 1, 0]]","[[0, 0, 0], [0, 2, 0], [0, 1, 0]]"
XX    OXO,3,XXO   OXO,"[[1, 1, 0], [0, 0, 0], [2, 1, 2]]","[[1, 1, 2], [0, 0, 0], [2, 1, 2]]"
O OXOXXX ,2,OOOXOXXX ,"[[2, 0, 2], [1, 2, 1], [1, 1, 0]]","[[2, 2, 2], [1, 2, 1], [1, 1, 0]]"
OO    X X,8,OO    XXX,"[[2, 2, 0], [0, 0, 0], [1, 0, 1]]","[[2, 2, 0], [0, 0, 0], [1, 1, 1]]"
 XO  X   ,3, XO  X   ,"[[0, 1, 2], [0, 0, 1], [0, 0, 0]]","[[0, 1, 2], [0, 0, 1], [0, 0, 0]]"
OXOX XXOO,5,OXOXXXXOO,"[[2, 1, 2], [1, 0, 1], [1, 2, 2]]","[[2, 1, 2], [1, 1, 1], [1, 2, 2]]"
 OOX XXOX,1,OOOX XXOX,"[[0, 2, 2], [1, 0, 1], [1, 2, 1]]","[[2, 2, 2], [1, 0, 1], [1, 2, 1]]"
X  O     ,5,X  OX    ,"[[1, 0, 0], [2, 0, 0], [0, 0, 0]]","[[1, 0, 0], [2, 1, 0], [0, 0, 0]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
 XX   O  ,1,OXX   O  ,"[[0, 1, 1], [0, 0, 0], [2, 0, 0]]","[[2, 1, 1], [0, 0, 0], [2, 0, 0]]"
 OX  X O ,9, OX  X OX,"[[0, 2, 1], [0, 0, 1], [0, 2, 0]]","[[0, 2, 1], [0, 0, 1], [0, 2, 1]]"
 XXOOX O ,1,XXXOOX O ,"[[0, 1, 1], [2, 2, 1], [0, 2, 0]]","[[1, 1, 1], [2, 2, 1], [0, 2, 0]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
X O OXX  ,4,X OOOXX  ,"[[1, 0, 2], [0, 2, 1], [1, 0, 0]]","[[1, 0, 2], [2, 2, 1], [1, 0, 0]]"
  X  O X ,7,  X  OOX ,"[[0, 0, 1], [0, 0, 2], [0, 1, 0]]","[[0, 0, 1], [0, 0, 2], [2, 1, 0]]"
O O XXXO ,4,O OXXXXO ,"[[2, 0, 2], [0, 1, 1], [1, 2, 0]]","[[2, 0, 2], [1, 1, 1], [1, 2, 0]]"
 X    X O,1,OX    X O,"[[0, 1, 0], [0, 0, 0], [1, 0, 2]]","[[2, 1, 0], [0, 0, 0], [1, 0, 2]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
O X XXO  ,4,O XOXXO  ,"[[2, 0, 1], [0, 1, 1], [2, 0, 0]]","[[2, 0, 1], [2, 1, 1], [2, 0, 0]]"
OXOX OOXX,5,OXOXXOOXX,"[[2, 1, 2], [1, 0, 2], [2, 1, 1]]","[[2, 1, 2], [1, 1, 2], [2, 1, 1]]"
X O X  O ,9,X O X  OX,"[[1, 0, 2], [0, 1, 0], [0, 2, 0]]","[[1, 0, 2], [0, 1, 0], [0, 2, 1]]"
    X    ,5,    O    ,"[[0, 0, 0], [0, 1, 0], [0, 0, 0]]","[[0, 0, 0], [0, 2, 0], [0, 0, 0]]"
 OO XOXX ,9, OO XOXXX,"[[0, 2, 2], [0, 1, 2], [1, 1, 0]]","[[0, 2, 2], [0, 1, 2], [1, 1, 1]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
X O  X XO,3,X O  X XO,"[[1, 0, 2], [0, 0, 1], [0, 1, 2]]","[[1, 0, 2], [0, 0, 1], [0, 1, 2]]"
OXXXO XO ,9,OXXXO XOO,"[[2, 1, 1], [1, 2, 0], [1, 2, 0]]","[[2, 1, 1], [1, 2, 0], [1, 2, 2]]"
    O OXX,3,  X O OXX,"[[0, 0, 0], [0, 2, 0], [2, 1, 1]]","[[0, 0, 1], [0, 2, 0], [2, 1, 1]]"
  O    X ,9,  O    XX,"[[0, 0, 2], [0, 0, 0], [0, 1, 0]]","[[0, 0, 2], [0, 0, 0], [0, 1, 1]]"
X        ,5,X   O    ,"[[1, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 0]]"
 X     OX,5, X  O  OX,"[[0, 1, 0], [0, 0, 0], [0, 2, 1]]","[[0, 1, 0], [0, 2, 0], [0, 2, 1]]"
O XXOOOXX,2,OXXXOOOXX,"[[2, 0, 1], [1, 2, 2], [2, 1, 1]]","[[2, 1, 1], [1, 2, 2], [2, 1, 1]]"
X        ,5,X   O    ,"[[1, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 0]]"
      OX ,1,X     OX ,"[[0, 0, 0], [0, 0, 0], [2, 1, 0]]","[[1, 0, 0], [0, 0, 0], [2, 1, 0]]"
       X ,5,    O  X ,"[[0, 0, 0], [0, 0, 0], [0, 1, 0]]","[[0, 0, 0], [0, 2, 0], [0, 1, 0]]"
O  O XX X,3,O OO XX X,"[[2, 0, 0], [2, 0, 1], [1, 0, 1]]","[[2, 0, 2], [2, 0, 1], [1, 0, 1]]"
O O X  X ,2,OXO X  X ,"[[2, 0, 2], [0, 1, 0], [0, 1, 0]]","[[2, 1, 2], [0, 1, 0], [0, 1, 0]]"
  X      ,5,  X O    ,"[[0, 0, 1], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 2, 0], [0, 0, 0]]"
O OOXXXXO,2,OXOOXXXXO,"[[2, 0, 2], [2, 1, 1], [1, 1, 2]]","[[2, 1, 2], [2, 1, 1], [1, 1, 2]]"
X O XX OO,4,X OXXX OO,"[[1, 0, 2], [0, 1, 1], [0, 2, 2]]","[[1, 0, 2], [1, 1, 1], [0, 2, 2]]"
XO  XOXO ,3,XOX XOXO ,"[[1, 2, 0], [0, 1, 2], [1, 2, 0]]","[[1, 2, 1], [0, 1, 2], [1, 2, 0]]"
X  XOXO  ,3,X OXOXO  ,"[[1, 0, 0], [1, 2, 1], [2, 0, 0]]","[[1, 0, 2], [1, 2, 1], [2, 0, 0]]"
O O    XX,7,O O   XXX,"[[2, 0, 2], [0, 0, 0], [0, 1, 1]]","[[2, 0, 2], [0, 0, 0], [1, 1, 1]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
X  OOXO X,3,X XOOXO X,"[[1, 0, 0], [2, 2, 1], [2, 0, 1]]","[[1, 0, 1], [2, 2, 1], [2, 0, 1]]"
       X ,5,    O  X ,"[[0, 0, 0], [0, 0, 0], [0, 1, 0]]","[[0, 0, 0], [0, 2, 0], [0, 1, 0]]"
         ,9,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
 OO X XOX,1,XOO X XOX,"[[0, 2, 2], [0, 1, 0], [1, 2, 1]]","[[1, 2, 2], [0, 1, 0], [1, 2, 1]]"
  XO  OX ,1,X XO  OX ,"[[0, 0, 1], [2, 0, 0], [2, 1, 0]]","[[1, 0, 1], [2, 0, 0], [2, 1, 0]]"
X    OXOX,4,X  O OXOX,"[[1, 0, 0], [0, 0, 2], [1, 2, 1]]","[[1, 0, 0], [2, 0, 2], [1, 2, 1]]"
 O X XO  ,5, O XXXO  ,"[[0, 2, 0], [1, 0, 1], [2, 0, 0]]","[[0, 2, 0], [1, 1, 1], [2, 0, 0]]"
    XXOOX,1,O   XXOOX,"[[0, 0, 0], [0, 1, 1], [2, 2, 1]]","[[2, 0, 0], [0, 1, 1], [2, 2, 1]]"
X   OX  O,1,X   OX  O,"[[1, 0, 0], [0, 2, 1], [0, 0, 2]]","[[1, 0, 0], [0, 2, 1], [0, 0, 2]]"
  X O  X ,9,  X O  XO,"[[0, 0, 1], [0, 2, 0], [0, 1, 0]]","[[0, 0, 1], [0, 2, 0], [0, 1, 2]]"
X XO  OX ,2,XOXO  OX ,"[[1, 0, 1], [2, 0, 0], [2, 1, 0]]","[[1, 2, 1], [2, 0, 0], [2, 1, 0]]"
 OOX X OX,5, OOXXX OX,"[[0, 2, 2], [1, 0, 1], [0, 2, 1]]","[[0, 2, 2], [1, 1, 1], [0, 2, 1]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
 X X XOO ,9, X X XOOO,"[[0, 1, 0], [1, 0, 1], [2, 2, 0]]","[[0, 1, 0], [1, 0, 1], [2, 2, 2]]"
   X     ,5,   XO    ,"[[0, 0, 0], [1, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 2, 0], [0, 0, 0]]"
  XX  O O,8,  XX  OXO,"[[0, 0, 1], [1, 0, 0], [2, 0, 2]]","[[0, 0, 1], [1, 0, 0], [2, 1, 2]]"
         ,7,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
OXXX X OO,5,OXXXOX OO,"[[2, 1, 1], [1, 0, 1], [0, 2, 2]]","[[2, 1, 1], [1, 2, 1], [0, 2, 2]]"
   OX X  ,3,  OOX X  ,"[[0, 0, 0], [2, 1, 0], [1, 0, 0]]","[[0, 0, 2], [2, 1, 0], [1, 0, 0]]"
         ,7,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
X     X O,4,X  O  X O,"[[1, 0, 0], [0, 0, 0], [1, 0, 2]]","[[1, 0, 0], [2, 0, 0], [1, 0, 2]]"
 OX    X ,1,OOX    X ,"[[0, 2, 1], [0, 0, 0], [0, 1, 0]]","[[2, 2, 1], [0, 0, 0], [0, 1, 0]]"
     OXXO,3,  X  OXXO,"[[0, 0, 0], [0, 0, 2], [1, 1, 2]]","[[0, 0, 1], [0, 0, 2], [1, 1, 2]]"
         ,7,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
         ,9,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
 X       ,5, X  O    ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 2, 0], [0, 0, 0]]"
O  O  XX ,9,O  O  XXX,"[[2, 0, 0], [2, 0, 0], [1, 1, 0]]","[[2, 0, 0], [2, 0, 0], [1, 1, 1]]"
    O XX ,9,    O XXO,"[[0, 0, 0], [0, 2, 0], [1, 1, 0]]","[[0, 0, 0], [0, 2, 0], [1, 1, 2]]"
   XXO XO,3,  OXXO XO,"[[0, 0, 0], [1, 1, 2], [0, 1, 2]]","[[0, 0, 2], [1, 1, 2], [0, 1, 2]]"
X    O X ,3,X O  O X ,"[[1, 0, 0], [0, 0, 2], [0, 1, 0]]","[[1, 0, 2], [0, 0, 2], [0, 1, 0]]"
O XXO  OX,6,O XXOX OX,"[[2, 0, 1], [1, 2, 0], [0, 2, 1]]","[[2, 0, 1], [1, 2, 1], [0, 2, 1]]"
 O X XXOO,1,XO X XXOO,"[[0, 2, 0], [1, 0, 1], [1, 2, 2]]","[[1, 2, 0], [1, 0, 1], [1, 2, 2]]"
    OX   ,7,    OXX  ,"[[0, 0, 0], [0, 2, 1], [0, 0, 0]]","[[0, 0, 0], [0, 2, 1], [1, 0, 0]]"
 X O   X ,5, X OO  X ,"[[0, 1, 0], [2, 0, 0], [0, 1, 0]]","[[0, 1, 0], [2, 2, 0], [0, 1, 0]]"
O  XXOXXO,3,O OXXOXXO,"[[2, 0, 0], [1, 1, 2], [1, 1, 2]]","[[2, 0, 2], [1, 1, 2], [1, 1, 2]]"
 XXXO OO ,1,XXXXO OO ,"[[0, 1, 1], [1, 2, 0], [2, 2, 0]]","[[1, 1, 1], [1, 2, 0], [2, 2, 0]]"
 X     O ,9, X     OX,"[[0, 1, 0], [0, 0, 0], [0, 2, 0]]","[[0, 1, 0], [0, 0, 0], [0, 2, 1]]"
 XO X    ,8, XO X  O ,"[[0, 1, 2], [0, 1, 0], [0, 0, 0]]","[[0, 1, 2], [0, 1, 0], [0, 2, 0]]"
 OX   O X,6, OX  XO X,"[[0, 2, 1], [0, 0, 0], [2, 0, 1]]","[[0, 2, 1], [0, 0, 1], [2, 0, 1]]"
O   OX  X,3,O X OX  X,"[[2, 0, 0], [0, 2, 1], [0, 0, 1]]","[[2, 0, 1], [0, 2, 1], [0, 0, 1]]"
 O XXOX O,1,XO XXOX O,"[[0, 2, 0], [1, 1, 2], [1, 0, 2]]","[[1, 2, 0], [1, 1, 2], [1, 0, 2]]"
O  XX XOO,3,O XXX XOO,"[[2, 0, 0], [1, 1, 0], [1, 2, 2]]","[[2, 0, 1], [1, 1, 0], [1, 2, 2]]"
XOXXOX  O,8,XOXXOX OO,"[[1, 2, 1], [1, 2, 1], [0, 0, 2]]","[[1, 2, 1], [1, 2, 1], [0, 2, 2]]"
         ,3,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
 XX   OOX,1,OXX   OOX,"[[0, 1, 1], [0, 0, 0], [2, 2, 1]]","[[2, 1, 1], [0, 0, 0], [2, 2, 1]]"
XXO   O X,5,XXO O O X,"[[1, 1, 2], [0, 0, 0], [2, 0, 1]]","[[1, 1, 2], [0, 2, 0], [2, 0, 1]]"
OX  X    ,8,OX  X  O ,"[[2, 1, 0], [0, 1, 0], [0, 0, 0]]","[[2, 1, 0], [0, 1, 0], [0, 2, 0]]"
X        ,5,X   O    ,"[[1, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 0]]"
 XO  X   ,3, XO  X   ,"[[0, 1, 2], [0, 0, 1], [0, 0, 0]]","[[0, 1, 2], [0, 0, 1], [0, 0, 0]]"
X  OOXO X,3,X XOOXO X,"[[1, 0, 0], [2, 2, 1], [2, 0, 1]]","[[1, 0, 1], [2, 2, 1], [2, 0, 1]]"
 X XOO OX,3, XXXOO OX,"[[0, 1, 0], [1, 2, 2], [0, 2, 1]]","[[0, 1, 1], [1, 2, 2], [0, 2, 1]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
OX OX   X,7,OX OX O X,"[[2, 1, 0], [2, 1, 0], [0, 0, 1]]","[[2, 1, 0], [2, 1, 0], [2, 0, 1]]"
      OXX,5,    O OXX,"[[0, 0, 0], [0, 0, 0], [2, 1, 1]]","[[0, 0, 0], [0, 2, 0], [2, 1, 1]]"
 X       ,5, X  O    ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 2, 0], [0, 0, 0]]"
         ,3,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
X      OX,5,X   O  OX,"[[1, 0, 0], [0, 0, 0], [0, 2, 1]]","[[1, 0, 0], [0, 2, 0], [0, 2, 1]]"
  X O X  ,9,  X O X O,"[[0, 0, 1], [0, 2, 0], [1, 0, 0]]","[[0, 0, 1], [0, 2, 0], [1, 0, 2]]"
 OX X O  ,5, OX X O  ,"[[0, 2, 1], [0, 1, 0], [2, 0, 0]]","[[0, 2, 1], [0, 1, 0], [2, 0, 0]]"
OXX  X OO,5,OXX XX OO,"[[2, 1, 1], [0, 0, 1], [0, 2, 2]]","[[2, 1, 1], [0, 1, 1], [0, 2, 2]]"
XX O     ,3,XXOO     ,"[[1, 1, 0], [2, 0, 0], [0, 0, 0]]","[[1, 1, 2], [2, 0, 0], [0, 0, 0]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
XO   OX  ,4,XO X OX  ,"[[1, 2, 0], [0, 0, 2], [1, 0, 0]]","[[1, 2, 0], [1, 0, 2], [1, 0, 0]]"
XX OO    ,3,XXXOO    ,"[[1, 1, 0], [2, 2, 0], [0, 0, 0]]","[[1, 1, 1], [2, 2, 0], [0, 0, 0]]"
OX  X    ,8,OX  X  O ,"[[2, 1, 0], [0, 1, 0], [0, 0, 0]]","[[2, 1, 0], [0, 1, 0], [0, 2, 0]]"
   X O   ,9,   X O  X,"[[0, 0, 0], [1, 0, 2], [0, 0, 0]]","[[0, 0, 0], [1, 0, 2], [0, 0, 1]]"
XOX   OOX,5,XOX X OOX,"[[1, 2, 1], [0, 0, 0], [2, 2, 1]]","[[1, 2, 1], [0, 1, 0], [2, 2, 1]]"
         ,3,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
XXO  OOXX,5,XXO OOOXX,"[[1, 1, 2], [0, 0, 2], [2, 1, 1]]","[[1, 1, 2], [0, 2, 2], [2, 1, 1]]"
 X       ,5, X  O    ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 2, 0], [0, 0, 0]]"
X   X OO ,9,X   X OOX,"[[1, 0, 0], [0, 1, 0], [2, 2, 0]]","[[1, 0, 0], [0, 1, 0], [2, 2, 1]]"
 XO  XOX ,5, XO OXOX ,"[[0, 1, 2], [0, 0, 1], [2, 1, 0]]","[[0, 1, 2], [0, 2, 1], [2, 1, 0]]"
    X OX ,2, O  X OX ,"[[0, 0, 0], [0, 1, 0], [2, 1, 0]]","[[0, 2, 0], [0, 1, 0], [2, 1, 0]]"
 X     O ,7, X    XO ,"[[0, 1, 0], [0, 0, 0], [0, 2, 0]]","[[0, 1, 0], [0, 0, 0], [1, 2, 0]]"
X O      ,3,X X      ,"[[1, 0, 2], [0, 0, 0], [0, 0, 0]]","[[1, 0, 1], [0, 0, 0], [0, 0, 0]]"
O    XX  ,5,O   OXX  ,"[[2, 0, 0], [0, 0, 1], [1, 0, 0]]","[[2, 0, 0], [0, 2, 1], [1, 0, 0]]"
  O  XX  ,9,  O  XX O,"[[0, 0, 2], [0, 0, 1], [1, 0, 0]]","[[0, 0, 2], [0, 0, 1], [1, 0, 2]]"
         ,9,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
    OX   ,7,    OXX  ,"[[0, 0, 0], [0, 2, 1], [0, 0, 0]]","[[0, 0, 0], [0, 2, 1], [1, 0, 0]]"
 O  X   X,1,OO  X   X,"[[0, 2, 0], [0, 1, 0], [0, 0, 1]]","[[2, 2, 0], [0, 1, 0], [0, 0, 1]]"
 OX     X,6, OX  O  X,"[[0, 2, 1], [0, 0, 0], [0, 0, 1]]","[[0, 2, 1], [0, 0, 2], [0, 0, 1]]"
 OOXX X  ,1,OOOXX X  ,"[[0, 2, 2], [1, 1, 0], [1, 0, 0]]","[[2, 2, 2], [1, 1, 0], [1, 0, 0]]"
    X    ,5,    O    ,"[[0, 0, 0], [0, 1, 0], [0, 0, 0]]","[[0, 0, 0], [0, 2, 0], [0, 0, 0]]"
XX OXO O ,3,XXXOXO O ,"[[1, 1, 0], [2, 1, 2], [0, 2, 0]]","[[1, 1, 1], [2, 1, 2], [0, 2, 0]]"
 XOX   O ,9, XOX   OX,"[[0, 1, 2], [1, 0, 0], [0, 2, 0]]","[[0, 1, 2], [1, 0, 0], [0, 2, 1]]"
XOXO O XX,5,XOXOOO XX,"[[1, 2, 1], [2, 0, 2], [0, 1, 1]]","[[1, 2, 1], [2, 2, 2], [0, 1, 1]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
 O   X   ,9, O   X  X,"[[0, 2, 0], [0, 0, 1], [0, 0, 0]]","[[0, 2, 0], [0, 0, 1], [0, 0, 1]]"
  X O    ,9,  X O   X,"[[0, 0, 1], [0, 2, 0], [0, 0, 0]]","[[0, 0, 1], [0, 2, 0], [0, 0, 1]]"
XOO   XOX,4,XOOX  XOX,"[[1, 2, 2], [0, 0, 0], [1, 2, 1]]","[[1, 2, 2], [1, 0, 0], [1, 2, 1]]"
O  XX OXO,2,OX XX OXO,"[[2, 0, 0], [1, 1, 0], [2, 1, 2]]","[[2, 1, 0], [1, 1, 0], [2, 1, 2]]"
         ,3,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
         ,3,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
XXO OOXX ,4,XXOOOOXX ,"[[1, 1, 2], [0, 2, 2], [1, 1, 0]]","[[1, 1, 2], [2, 2, 2], [1, 1, 0]]"
XXOO  X O,6,XXOO XX O,"[[1, 1, 2], [2, 0, 0], [1, 0, 2]]","[[1, 1, 2], [2, 0, 1], [1, 0, 2]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
 X  O  XO,1,XX  O  XO,"[[0, 1, 0], [0, 2, 0], [0, 1, 2]]","[[1, 1, 0], [0, 2, 0], [0, 1, 2]]"
X O   X O,4,X OX  X O,"[[1, 0, 2], [0, 0, 0], [1, 0, 2]]","[[1, 0, 2], [1, 0, 0], [1, 0, 2]]"
  O X    ,9,  O X   X,"[[0, 0, 2], [0, 1, 0], [0, 0, 0]]","[[0, 0, 2], [0, 1, 0], [0, 0, 1]]"
X  X X OO,7,X  X XOOO,"[[1, 0, 0], [1, 0, 1], [0, 2, 2]]","[[1, 0, 0], [1, 0, 1], [2, 2, 2]]"
XO XX OO ,6,XO XXXOO ,"[[1, 2, 0], [1, 1, 0], [2, 2, 0]]","[[1, 2, 0], [1, 1, 1], [2, 2, 0]]"
XXOO  OX ,5,XXOOX OX ,"[[1, 1, 2], [2, 0, 0], [2, 1, 0]]","[[1, 1, 2], [2, 1, 0], [2, 1, 0]]"
OXXO O XX,5,OXXOOO XX,"[[2, 1, 1], [2, 0, 2], [0, 1, 1]]","[[2, 1, 1], [2, 2, 2], [0, 1, 1]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
 O X X OX,5, O XOX OX,"[[0, 2, 0], [1, 0, 1], [0, 2, 1]]","[[0, 2, 0], [1, 2, 1], [0, 2, 1]]"
 XO  XOXO,5, XO XXOXO,"[[0, 1, 2], [0, 0, 1], [2, 1, 2]]","[[0, 1, 2], [0, 1, 1], [2, 1, 2]]"
 OX   X  ,5, OX O X  ,"[[0, 2, 1], [0, 0, 0], [1, 0, 0]]","[[0, 2, 1], [0, 2, 0], [1, 0, 0]]"
XO XO    ,7,XO XO X  ,"[[1, 2, 0], [1, 2, 0], [0, 0, 0]]","[[1, 2, 0], [1, 2, 0], [1, 0, 0]]"
X   XO   ,9,X   XO  O,"[[1, 0, 0], [0, 1, 2], [0, 0, 0]]","[[1, 0, 0], [0, 1, 2], [0, 0, 2]]"
XXO      ,3,XXO      ,"[[1, 1, 2], [0, 0, 0], [0, 0, 0]]","[[1, 1, 2], [0, 0, 0], [0, 0, 0]]"
OO   XOXX,3,OOX  XOXX,"[[2, 2, 0], [0, 0, 1], [2, 1, 1]]","[[2, 2, 1], [0, 0, 1], [2, 1, 1]]"
       X ,5,    O  X ,"[[0, 0, 0], [0, 0, 0], [0, 1, 0]]","[[0, 0, 0], [0, 2, 0], [0, 1, 0]]"
 O    X  ,5, O  X X  ,"[[0, 2, 0], [0, 0, 0], [1, 0, 0]]","[[0, 2, 0], [0, 1, 0], [1, 0, 0]]"
X O OXXXO,4,X OOOXXXO,"[[1, 0, 2], [0, 2, 1], [1, 1, 2]]","[[1, 0, 2], [2, 2, 1], [1, 1, 2]]"
 OXX O   ,9, OXX O  X,"[[0, 2, 1], [1, 0, 2], [0, 0, 0]]","[[0, 2, 1], [1, 0, 2], [0, 0, 1]]"
X        ,5,X   O    ,"[[1, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 0]]"
XX  O    ,3,XXO O    ,"[[1, 1, 0], [0, 2, 0], [0, 0, 0]]","[[1, 1, 2], [0, 2, 0], [0, 0, 0]]"
X        ,5,X   O    ,"[[1, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 0]]"
 OXX XO O,5, OXXXXO O,"[[0, 2, 1], [1, 0, 1], [2, 0, 2]]","[[0, 2, 1], [1, 1, 1], [2, 0, 2]]"
XO     X ,7,XO    OX ,"[[1, 2, 0], [0, 0, 0], [0, 1, 0]]","[[1, 2, 0], [0, 0, 0], [2, 1, 0]]"
 X  O O X,3, XX O O X,"[[0, 1, 0], [0, 2, 0], [2, 0, 1]]","[[0, 1, 1], [0, 2, 0], [2, 0, 1]]"
     X   ,5,    OX   ,"[[0, 0, 0], [0, 0, 1], [0, 0, 0]]","[[0, 0, 0], [0, 2, 1], [0, 0, 0]]"
     O X ,5,    XO X ,"[[0, 0, 0], [0, 0, 2], [0, 1, 0]]","[[0, 0, 0], [0, 1, 2], [0, 1, 0]]"
OX XXO   ,8,OX XXO O ,"[[2, 1, 0], [1, 1, 2], [0, 0, 0]]","[[2, 1, 0], [1, 1, 2], [0, 2, 0]]"
  XOOX   ,9,  XOOX  X,"[[0, 0, 1], [2, 2, 1], [0, 0, 0]]","[[0, 0, 1], [2, 2, 1], [0, 0, 1]]"
 OX    X ,5, OX O  X ,"[[0, 2, 1], [0, 0, 0], [0, 1, 0]]","[[0, 2, 1], [0, 2, 0], [0, 1, 0]]"
X  XXOO  ,9,X  XXOO O,"[[1, 0, 0], [1, 1, 2], [2, 0, 0]]","[[1, 0, 0], [1, 1, 2], [2, 0, 2]]"
OXOX  OXX,5,OXOXO OXX,"[[2, 1, 2], [1, 0, 0], [2, 1, 1]]","[[2, 1, 2], [1, 2, 0], [2, 1, 1]]"
X XOXOOX ,2,XOXOXOOX ,"[[1, 0, 1], [2, 1, 2], [2, 1, 0]]","[[1, 2, 1], [2, 1, 2], [2, 1, 0]]"
         ,7,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
