Input Board,decision,Output Board,Input Graph,Output Graph
     X   ,3,  O  X   ,"[[0, 0, 0], [0, 0, 1], [0, 0, 0]]","[[0, 0, 2], [0, 0, 1], [0, 0, 0]]"
X X O OOX,2,XXX O OOX,"[[1, 0, 1], [0, 2, 0], [2, 2, 1]]","[[1, 1, 1], [0, 2, 0], [2, 2, 1]]"
 OOXXOOXX,1,XOOXXOOXX,"[[0, 2, 2], [1, 1, 2], [2, 1, 1]]","[[1, 2, 2], [1, 1, 2], [2, 1, 1]]"
  O O  XX,7,  O O XXX,"[[0, 0, 2], [0, 2, 0], [0, 1, 1]]","[[0, 0, 2], [0, 2, 0], [1, 1, 1]]"
X XOO    ,6,X XOOX   ,"[[1, 0, 1], [2, 2, 0], [0, 0, 0]]","[[1, 0, 1], [2, 2, 1], [0, 0, 0]]"
 XO XXOOX,1,OXO XXOOX,"[[0, 1, 2], [0, 1, 1], [2, 2, 1]]","[[2, 1, 2], [0, 1, 1], [2, 2, 1]]"
OXOX O X ,5,OXOXXO X ,"[[2, 1, 2], [1, 0, 2], [0, 1, 0]]","[[2, 1, 2], [1, 1, 2], [0, 1, 0]]"
O XXOXOX ,9,O XXOXOXO,"[[2, 0, 1], [1, 2, 1], [2, 1, 0]]","[[2, 0, 1], [1, 2, 1], [2, 1, 2]]"
OXOOX   X,8,OXOOX  XX,"[[2, 1, 2], [2, 1, 0], [0, 0, 1]]","[[2, 1, 2], [2, 1, 0], [0, 1, 1]]"
X  X  O O,3,X XX  O O,"[[1, 0, 0], [1, 0, 0], [2, 0, 2]]","[[1, 0, 1], [1, 0, 0], [2, 0, 2]]"
OXX OXOX ,9,OXX OXOXO,"[[2, 1, 1], [0, 2, 1], [2, 1, 0]]","[[2, 1, 1], [0, 2, 1], [2, 1, 2]]"
         ,5,     X   ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 0]]"
    X    ,1,O   X    ,"[[0, 0, 0], [0, 1, 0], [0, 0, 0]]","[[2, 0, 0], [0, 1, 0], [0, 0, 0]]"
O O  XX X,2,OOO  XX X,"[[2, 0, 2], [0, 0, 1], [1, 0, 1]]","[[2, 2, 2], [0, 0, 1], [1, 0, 1]]"
 X O OXOX,5, X OXOXOX,"[[0, 1, 0], [2, 0, 2], [1, 2, 1]]","[[0, 1, 0], [2, 1, 2], [1, 2, 1]]"
 XX  XOO ,9, XX  XOOO,"[[0, 1, 1], [0, 0, 1], [2, 2, 0]]","[[0, 1, 1], [0, 0, 1], [2, 2, 2]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
XX   O OX,3,XXO  O OX,"[[1, 1, 0], [0, 0, 2], [0, 2, 1]]","[[1, 1, 2], [0, 0, 2], [0, 2, 1]]"
 XXOXXOO ,9, XXOXXOOO,"[[0, 1, 1], [2, 1, 1], [2, 2, 0]]","[[0, 1, 1], [2, 1, 1], [2, 2, 2]]"
X        ,5,X   O    ,"[[1, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 0]]"
 OO   X X,1,XOO   X X,"[[0, 2, 2], [0, 0, 0], [1, 0, 1]]","[[1, 2, 2], [0, 0, 0], [1, 0, 1]]"
 XXXO OXO,1,OXXXO OXO,"[[0, 1, 1], [1, 2, 0], [2, 1, 2]]","[[2, 1, 1], [1, 2, 0], [2, 1, 2]]"
   O X  X,3,  OO X  X,"[[0, 0, 0], [2, 0, 1], [0, 0, 1]]","[[0, 0, 2], [2, 0, 1], [0, 0, 1]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
X   O    ,9,X   O   X,"[[1, 0, 0], [0, 2, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 1]]"
 XX    O ,1,OXX    O ,"[[0, 1, 1], [0, 0, 0], [0, 2, 0]]","[[2, 1, 1], [0, 0, 0], [0, 2, 0]]"
X        ,5,X   O    ,"[[1, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 0]]"
X     O  ,9,X     O X,"[[1, 0, 0], [0, 0, 0], [2, 0, 0]]","[[1, 0, 0], [0, 0, 0], [2, 0, 1]]"
OOXO X X ,9,OOXO X XX,"[[2, 2, 1], [2, 0, 1], [0, 1, 0]]","[[2, 2, 1], [2, 0, 1], [0, 1, 1]]"
XX OXOXOO,3,XXXOXOXOO,"[[1, 1, 0], [2, 1, 2], [1, 2, 2]]","[[1, 1, 1], [2, 1, 2], [1, 2, 2]]"
XX      O,3,XXO     O,"[[1, 1, 0], [0, 0, 0], [0, 0, 2]]","[[1, 1, 2], [0, 0, 0], [0, 0, 2]]"
OOX   X  ,6,OOX  XX  ,"[[2, 2, 1], [0, 0, 0], [1, 0, 0]]","[[2, 2, 1], [0, 0, 1], [1, 0, 0]]"
X     O  ,9,X     O X,"[[1, 0, 0], [0, 0, 0], [2, 0, 0]]","[[1, 0, 0], [0, 0, 0], [2, 0, 1]]"
      X O,1,X     X O,"[[0, 0, 0], [0, 0, 0], [1, 0, 2]]","[[1, 0, 0], [0, 0, 0], [1, 0, 2]]"
XXOOX  O ,9,XXOOX  OX,"[[1, 1, 2], [2, 1, 0], [0, 2, 0]]","[[1, 1, 2], [2, 1, 0], [0, 2, 1]]"
  X O    ,7,  X O X  ,"[[0, 0, 1], [0, 2, 0], [0, 0, 0]]","[[0, 0, 1], [0, 2, 0], [1, 0, 0]]"
    O  XX,7,    O OXX,"[[0, 0, 0], [0, 2, 0], [0, 1, 1]]","[[0, 0, 0], [0, 2, 0], [2, 1, 1]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
X  O XXOO,3,X XO XXOO,"[[1, 0, 0], [2, 0, 1], [1, 2, 2]]","[[1, 0, 1], [2, 0, 1], [1, 2, 2]]"
  O  X   ,5,  O XX   ,"[[0, 0, 2], [0, 0, 1], [0, 0, 0]]","[[0, 0, 2], [0, 1, 1], [0, 0, 0]]"
  O   X  ,1,X O   X  ,"[[0, 0, 2], [0, 0, 0], [1, 0, 0]]","[[1, 0, 2], [0, 0, 0], [1, 0, 0]]"
X O   X O,4,X OX  X O,"[[1, 0, 2], [0, 0, 0], [1, 0, 2]]","[[1, 0, 2], [1, 0, 0], [1, 0, 2]]"
O   X    ,3,O X X    ,"[[2, 0, 0], [0, 1, 0], [0, 0, 0]]","[[2, 0, 1], [0, 1, 0], [0, 0, 0]]"
X      O ,7,X     XO ,"[[1, 0, 0], [0, 0, 0], [0, 2, 0]]","[[1, 0, 0], [0, 0, 0], [1, 2, 0]]"
 OX  X   ,5, OX OX   ,"[[0, 2, 1], [0, 0, 1], [0, 0, 0]]","[[0, 2, 1], [0, 2, 1], [0, 0, 0]]"
       X ,2, O     X ,"[[0, 0, 0], [0, 0, 0], [0, 1, 0]]","[[0, 2, 0], [0, 0, 0], [0, 1, 0]]"
 X  OXO  ,3, XX OXO  ,"[[0, 1, 0], [0, 2, 1], [2, 0, 0]]","[[0, 1, 1], [0, 2, 1], [2, 0, 0]]"
OXO   OXX,5,OXO X OXX,"[[2, 1, 2], [0, 0, 0], [2, 1, 1]]","[[2, 1, 2], [0, 1, 0], [2, 1, 1]]"
     X O ,5,    XX O ,"[[0, 0, 0], [0, 0, 1], [0, 2, 0]]","[[0, 0, 0], [0, 1, 1], [0, 2, 0]]"
  OX    X,1,O OX    X,"[[0, 0, 2], [1, 0, 0], [0, 0, 1]]","[[2, 0, 2], [1, 0, 0], [0, 0, 1]]"
OX  OX   ,9,OX  OX  X,"[[2, 1, 0], [0, 2, 1], [0, 0, 0]]","[[2, 1, 0], [0, 2, 1], [0, 0, 1]]"
X        ,5,X   O    ,"[[1, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 0]]"
XOOOX X  ,9,XOOOX X X,"[[1, 2, 2], [2, 1, 0], [1, 0, 0]]","[[1, 2, 2], [2, 1, 0], [1, 0, 1]]"
O    X  X,3,O O  X  X,"[[2, 0, 0], [0, 0, 1], [0, 0, 1]]","[[2, 0, 2], [0, 0, 1], [0, 0, 1]]"
         ,5,       X ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 1, 0]]"
X    X  O,7,X    XO O,"[[1, 0, 0], [0, 0, 1], [0, 0, 2]]","[[1, 0, 0], [0, 0, 1], [2, 0, 2]]"
OOX OXX  ,9,OOX OXX X,"[[2, 2, 1], [0, 2, 1], [1, 0, 0]]","[[2, 2, 1], [0, 2, 1], [1, 0, 1]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
         ,5,     X   ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 0]]"
    OX   ,7,    OXX  ,"[[0, 0, 0], [0, 2, 1], [0, 0, 0]]","[[0, 0, 0], [0, 2, 1], [1, 0, 0]]"
    X    ,3,  O X    ,"[[0, 0, 0], [0, 1, 0], [0, 0, 0]]","[[0, 0, 2], [0, 1, 0], [0, 0, 0]]"
 OX X    ,1,OOX X    ,"[[0, 2, 1], [0, 1, 0], [0, 0, 0]]","[[2, 2, 1], [0, 1, 0], [0, 0, 0]]"
   X OX  ,1,O  X OX  ,"[[0, 0, 0], [1, 0, 2], [1, 0, 0]]","[[2, 0, 0], [1, 0, 2], [1, 0, 0]]"
O XXX O O,6,O XXXXO O,"[[2, 0, 1], [1, 1, 0], [2, 0, 2]]","[[2, 0, 1], [1, 1, 1], [2, 0, 2]]"
OOXO XXXO,5,OOXOXXXXO,"[[2, 2, 1], [2, 0, 1], [1, 1, 2]]","[[2, 2, 1], [2, 1, 1], [1, 1, 2]]"
   OX  X ,7,   OX OX ,"[[0, 0, 0], [2, 1, 0], [0, 1, 0]]","[[0, 0, 0], [2, 1, 0], [2, 1, 0]]"
XX OO XXO,6,XX OOOXXO,"[[1, 1, 0], [2, 2, 0], [1, 1, 2]]","[[1, 1, 0], [2, 2, 2], [1, 1, 2]]"
    OX   ,3,  X OX   ,"[[0, 0, 0], [0, 2, 1], [0, 0, 0]]","[[0, 0, 1], [0, 2, 1], [0, 0, 0]]"
     O  X,7,     OX X,"[[0, 0, 0], [0, 0, 2], [0, 0, 1]]","[[0, 0, 0], [0, 0, 2], [1, 0, 1]]"
         ,5,     X   ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 0]]"
 OO    XX,1,XOO    XX,"[[0, 2, 2], [0, 0, 0], [0, 1, 1]]","[[1, 2, 2], [0, 0, 0], [0, 1, 1]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
OX  XOX O,3,OXX XOX O,"[[2, 1, 0], [0, 1, 2], [1, 0, 2]]","[[2, 1, 1], [0, 1, 2], [1, 0, 2]]"
O  XO   X,8,O  XO  XX,"[[2, 0, 0], [1, 2, 0], [0, 0, 1]]","[[2, 0, 0], [1, 2, 0], [0, 1, 1]]"
     X   ,4,   O X   ,"[[0, 0, 0], [0, 0, 1], [0, 0, 0]]","[[0, 0, 0], [2, 0, 1], [0, 0, 0]]"
OO    X X,3,OOX   X X,"[[2, 2, 0], [0, 0, 0], [1, 0, 1]]","[[2, 2, 1], [0, 0, 0], [1, 0, 1]]"
 X  O    ,9, X  O   X,"[[0, 1, 0], [0, 2, 0], [0, 0, 0]]","[[0, 1, 0], [0, 2, 0], [0, 0, 1]]"
  X  XOXO,1,O X  XOXO,"[[0, 0, 1], [0, 0, 1], [2, 1, 2]]","[[2, 0, 1], [0, 0, 1], [2, 1, 2]]"
        X,5,    O   X,"[[0, 0, 0], [0, 0, 0], [0, 0, 1]]","[[0, 0, 0], [0, 2, 0], [0, 0, 1]]"
 XO XX OO,4, XOXXX OO,"[[0, 1, 2], [0, 1, 1], [0, 2, 2]]","[[0, 1, 2], [1, 1, 1], [0, 2, 2]]"
  OX X   ,5,  OXOX   ,"[[0, 0, 2], [1, 0, 1], [0, 0, 0]]","[[0, 0, 2], [1, 2, 1], [0, 0, 0]]"
XO XOO XX,7,XO XOOOXX,"[[1, 2, 0], [1, 2, 2], [0, 1, 1]]","[[1, 2, 0], [1, 2, 2], [2, 1, 1]]"
XO   O  X,4,XO X O  X,"[[1, 2, 0], [0, 0, 2], [0, 0, 1]]","[[1, 2, 0], [1, 0, 2], [0, 0, 1]]"
O XXO  X ,9,O XXO  XO,"[[2, 0, 1], [1, 2, 0], [0, 1, 0]]","[[2, 0, 1], [1, 2, 0], [0, 1, 2]]"
         ,5,       X ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 1, 0]]"
 XXO X  O,1,OXXO X  O,"[[0, 1, 1], [2, 0, 1], [0, 0, 2]]","[[2, 1, 1], [2, 0, 1], [0, 0, 2]]"
         ,5, X       ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 0, 0], [0, 0, 0]]"
  X O  X ,4,  XOO  X ,"[[0, 0, 1], [0, 2, 0], [0, 1, 0]]","[[0, 0, 1], [2, 2, 0], [0, 1, 0]]"
 OOXOX XX,1,OOOXOX XX,"[[0, 2, 2], [1, 2, 1], [0, 1, 1]]","[[2, 2, 2], [1, 2, 1], [0, 1, 1]]"
XO  O XX ,4,XO OO XX ,"[[1, 2, 0], [0, 2, 0], [1, 1, 0]]","[[1, 2, 0], [2, 2, 0], [1, 1, 0]]"
         ,5,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
  XXOO   ,1,X XXOO   ,"[[0, 0, 1], [1, 2, 2], [0, 0, 0]]","[[1, 0, 1], [1, 2, 2], [0, 0, 0]]"
    X   O,3,  X X   O,"[[0, 0, 0], [0, 1, 0], [0, 0, 2]]","[[0, 0, 1], [0, 1, 0], [0, 0, 2]]"
  X      ,5,  X O    ,"[[0, 0, 1], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 2, 0], [0, 0, 0]]"
X    O   ,3,X X  O   ,"[[1, 0, 0], [0, 0, 2], [0, 0, 0]]","[[1, 0, 1], [0, 0, 2], [0, 0, 0]]"
         ,5, X       ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 0, 0], [0, 0, 0]]"
O  X XX O,5,O  XOXX O,"[[2, 0, 0], [1, 0, 1], [1, 0, 2]]","[[2, 0, 0], [1, 2, 1], [1, 0, 2]]"
 XO OX   ,7, XO OXX  ,"[[0, 1, 2], [0, 2, 1], [0, 0, 0]]","[[0, 1, 2], [0, 2, 1], [1, 0, 0]]"
  OX    X,1,O OX    X,"[[0, 0, 2], [1, 0, 0], [0, 0, 1]]","[[2, 0, 2], [1, 0, 0], [0, 0, 1]]"
XX  XOO  ,4,XX OXOO  ,"[[1, 1, 0], [0, 1, 2], [2, 0, 0]]","[[1, 1, 0], [2, 1, 2], [2, 0, 0]]"
O      X ,7,O     XX ,"[[2, 0, 0], [0, 0, 0], [0, 1, 0]]","[[2, 0, 0], [0, 0, 0], [1, 1, 0]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
O   XX  O,7,O   XXX O,"[[2, 0, 0], [0, 1, 1], [0, 0, 2]]","[[2, 0, 0], [0, 1, 1], [1, 0, 2]]"
   X   O ,5,   XX  O ,"[[0, 0, 0], [1, 0, 0], [0, 2, 0]]","[[0, 0, 0], [1, 1, 0], [0, 2, 0]]"
        X,5,    O   X,"[[0, 0, 0], [0, 0, 0], [0, 0, 1]]","[[0, 0, 0], [0, 2, 0], [0, 0, 1]]"
 OOXX  XO,6, OOXXX XO,"[[0, 2, 2], [1, 1, 0], [0, 1, 2]]","[[0, 2, 2], [1, 1, 1], [0, 1, 2]]"
OXO OX XX,7,OXO OXOXX,"[[2, 1, 2], [0, 2, 1], [0, 1, 1]]","[[2, 1, 2], [0, 2, 1], [2, 1, 1]]"
OX  X O  ,4,OX XX O  ,"[[2, 1, 0], [0, 1, 0], [2, 0, 0]]","[[2, 1, 0], [1, 1, 0], [2, 0, 0]]"
X OO    X,8,X OO   XX,"[[1, 0, 2], [2, 0, 0], [0, 0, 1]]","[[1, 0, 2], [2, 0, 0], [0, 1, 1]]"
  X      ,5,  X O    ,"[[0, 0, 1], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 2, 0], [0, 0, 0]]"
         ,5,     X   ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 0]]"
     X   ,9,     X  O,"[[0, 0, 0], [0, 0, 1], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 2]]"
      XO ,5,    X XO ,"[[0, 0, 0], [0, 0, 0], [1, 2, 0]]","[[0, 0, 0], [0, 1, 0], [1, 2, 0]]"
OO  XXX  ,3,OOO XXX  ,"[[2, 2, 0], [0, 1, 1], [1, 0, 0]]","[[2, 2, 2], [0, 1, 1], [1, 0, 0]]"
 OOXOXXXO,1,XOOXOXXXO,"[[0, 2, 2], [1, 2, 1], [1, 1, 2]]","[[1, 2, 2], [1, 2, 1], [1, 1, 2]]"
OO  OX XX,7,OO  OXXXX,"[[2, 2, 0], [0, 2, 1], [0, 1, 1]]","[[2, 2, 0], [0, 2, 1], [1, 1, 1]]"
O X XX O ,4,O XOXX O ,"[[2, 0, 1], [0, 1, 1], [0, 2, 0]]","[[2, 0, 1], [2, 1, 1], [0, 2, 0]]"
XXOOX XO ,9,XXOOX XOO,"[[1, 1, 2], [2, 1, 0], [1, 2, 0]]","[[1, 1, 2], [2, 1, 0], [1, 2, 2]]"
         ,5,     X   ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 0]]"
 X   O   ,5, X  XO   ,"[[0, 1, 0], [0, 0, 2], [0, 0, 0]]","[[0, 1, 0], [0, 1, 2], [0, 0, 0]]"
   X     ,7,   X  O  ,"[[0, 0, 0], [1, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 0, 0], [2, 0, 0]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
OX   X O ,7,OX   XXO ,"[[2, 1, 0], [0, 0, 1], [0, 2, 0]]","[[2, 1, 0], [0, 0, 1], [1, 2, 0]]"
 OXOOXXXO,1,XOXOOXXXO,"[[0, 2, 1], [2, 2, 1], [1, 1, 2]]","[[1, 2, 1], [2, 2, 1], [1, 1, 2]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
XOXXOOO X,8,XOXXOOOXX,"[[1, 2, 1], [1, 2, 2], [2, 0, 1]]","[[1, 2, 1], [1, 2, 2], [2, 1, 1]]"
 X   X O ,1,OX   X O ,"[[0, 1, 0], [0, 0, 1], [0, 2, 0]]","[[2, 1, 0], [0, 0, 1], [0, 2, 0]]"
 X O    X,5, X OO   X,"[[0, 1, 0], [2, 0, 0], [0, 0, 1]]","[[0, 1, 0], [2, 2, 0], [0, 0, 1]]"
  O X   X,1,O O X   X,"[[0, 0, 2], [0, 1, 0], [0, 0, 1]]","[[2, 0, 2], [0, 1, 0], [0, 0, 1]]"
 XX OO   ,1,XXX OO   ,"[[0, 1, 1], [0, 2, 2], [0, 0, 0]]","[[1, 1, 1], [0, 2, 2], [0, 0, 0]]"
X O    X ,9,X O    XO,"[[1, 0, 2], [0, 0, 0], [0, 1, 0]]","[[1, 0, 2], [0, 0, 0], [0, 1, 2]]"
X O O   X,7,X O O X X,"[[1, 0, 2], [0, 2, 0], [0, 0, 1]]","[[1, 0, 2], [0, 2, 0], [1, 0, 1]]"
   XO XXO,1,O  XO XXO,"[[0, 0, 0], [1, 2, 0], [1, 1, 2]]","[[2, 0, 0], [1, 2, 0], [1, 1, 2]]"
OOXX X XO,5,OOXXOX XO,"[[2, 2, 1], [1, 0, 1], [0, 1, 2]]","[[2, 2, 1], [1, 2, 1], [0, 1, 2]]"
 XX  OOXO,4, XXX OOXO,"[[0, 1, 1], [0, 0, 2], [2, 1, 2]]","[[0, 1, 1], [1, 0, 2], [2, 1, 2]]"
  O   XX ,9,  O   XXO,"[[0, 0, 2], [0, 0, 0], [1, 1, 0]]","[[0, 0, 2], [0, 0, 0], [1, 1, 2]]"
 OXX X O ,5, OXXOX O ,"[[0, 2, 1], [1, 0, 1], [0, 2, 0]]","[[0, 2, 1], [1, 2, 1], [0, 2, 0]]"
 XO      ,9, XO     X,"[[0, 1, 2], [0, 0, 0], [0, 0, 0]]","[[0, 1, 2], [0, 0, 0], [0, 0, 1]]"
O XOO X X,8,O XOO XXX,"[[2, 0, 1], [2, 2, 0], [1, 0, 1]]","[[2, 0, 1], [2, 2, 0], [1, 1, 1]]"
         ,5,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
 OOXX XO ,1,XOOXX XO ,"[[0, 2, 2], [1, 1, 0], [1, 2, 0]]","[[1, 2, 2], [1, 1, 0], [1, 2, 0]]"
XX X OOXO,3,XXOX OOXO,"[[1, 1, 0], [1, 0, 2], [2, 1, 2]]","[[1, 1, 2], [1, 0, 2], [2, 1, 2]]"
         ,5,       X ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 1, 0]]"
XXOOOX OX,7,XXOOOXXOX,"[[1, 1, 2], [2, 2, 1], [0, 2, 1]]","[[1, 1, 2], [2, 2, 1], [1, 2, 1]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
  O  X  X,1,O O  X  X,"[[0, 0, 2], [0, 0, 1], [0, 0, 1]]","[[2, 0, 2], [0, 0, 1], [0, 0, 1]]"
 X O OX X,5, X OOOX X,"[[0, 1, 0], [2, 0, 2], [1, 0, 1]]","[[0, 1, 0], [2, 2, 2], [1, 0, 1]]"
  XXOO  X,1,O XXOO  X,"[[0, 0, 1], [1, 2, 2], [0, 0, 1]]","[[2, 0, 1], [1, 2, 2], [0, 0, 1]]"
OOXX    X,5,OOXXO   X,"[[2, 2, 1], [1, 0, 0], [0, 0, 1]]","[[2, 2, 1], [1, 2, 0], [0, 0, 1]]"
 OO X XOX,1,XOO X XOX,"[[0, 2, 2], [0, 1, 0], [1, 2, 1]]","[[1, 2, 2], [0, 1, 0], [1, 2, 1]]"
OXXOX  O ,7,OXXOX XO ,"[[2, 1, 1], [2, 1, 0], [0, 2, 0]]","[[2, 1, 1], [2, 1, 0], [1, 2, 0]]"
   O  X  ,9,   O  X X,"[[0, 0, 0], [2, 0, 0], [1, 0, 0]]","[[0, 0, 0], [2, 0, 0], [1, 0, 1]]"
OX  X   O,3,OXX X   O,"[[2, 1, 0], [0, 1, 0], [0, 0, 2]]","[[2, 1, 1], [0, 1, 0], [0, 0, 2]]"
  X  OXO ,2, XX  OXO ,"[[0, 0, 1], [0, 0, 2], [1, 2, 0]]","[[0, 1, 1], [0, 0, 2], [1, 2, 0]]"
OO XX  X ,3,OOOXX  X ,"[[2, 2, 0], [1, 1, 0], [0, 1, 0]]","[[2, 2, 2], [1, 1, 0], [0, 1, 0]]"
     X XO,2, O   X XO,"[[0, 0, 0], [0, 0, 1], [0, 1, 2]]","[[0, 2, 0], [0, 0, 1], [0, 1, 2]]"
 XX OOOX ,1,XXX OOOX ,"[[0, 1, 1], [0, 2, 2], [2, 1, 0]]","[[1, 1, 1], [0, 2, 2], [2, 1, 0]]"
        X,5,    O   X,"[[0, 0, 0], [0, 0, 0], [0, 0, 1]]","[[0, 0, 0], [0, 2, 0], [0, 0, 1]]"
X  O   X ,5,X  OO  X ,"[[1, 0, 0], [2, 0, 0], [0, 1, 0]]","[[1, 0, 0], [2, 2, 0], [0, 1, 0]]"
OXX   OXO,5,OXX X OXO,"[[2, 1, 1], [0, 0, 0], [2, 1, 2]]","[[2, 1, 1], [0, 1, 0], [2, 1, 2]]"
  OOX   X,2, XOOX   X,"[[0, 0, 2], [2, 1, 0], [0, 0, 1]]","[[0, 1, 2], [2, 1, 0], [0, 0, 1]]"
 O X OXX ,1,OO X OXX ,"[[0, 2, 0], [1, 0, 2], [1, 1, 0]]","[[2, 2, 0], [1, 0, 2], [1, 1, 0]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
  XXOXOXO,1,O XXOXOXO,"[[0, 0, 1], [1, 2, 1], [2, 1, 2]]","[[2, 0, 1], [1, 2, 1], [2, 1, 2]]"
 XX OOXOX,4, XXOOOXOX,"[[0, 1, 1], [0, 2, 2], [1, 2, 1]]","[[0, 1, 1], [2, 2, 2], [1, 2, 1]]"
     X O ,5,    XX O ,"[[0, 0, 0], [0, 0, 1], [0, 2, 0]]","[[0, 0, 0], [0, 1, 1], [0, 2, 0]]"
O  O XX  ,9,O  O XX X,"[[2, 0, 0], [2, 0, 1], [1, 0, 0]]","[[2, 0, 0], [2, 0, 1], [1, 0, 1]]"
 XXOOX   ,7, XXOOXO  ,"[[0, 1, 1], [2, 2, 1], [0, 0, 0]]","[[0, 1, 1], [2, 2, 1], [2, 0, 0]]"
   O   X ,5,   OX  X ,"[[0, 0, 0], [2, 0, 0], [0, 1, 0]]","[[0, 0, 0], [2, 1, 0], [0, 1, 0]]"
         ,5,     X   ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 0]]"
   O X   ,8,   O X X ,"[[0, 0, 0], [2, 0, 1], [0, 0, 0]]","[[0, 0, 0], [2, 0, 1], [0, 1, 0]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
 X  XO   ,7, X  XOO  ,"[[0, 1, 0], [0, 1, 2], [0, 0, 0]]","[[0, 1, 0], [0, 1, 2], [2, 0, 0]]"
   OX   X,7,   OX O X,"[[0, 0, 0], [2, 1, 0], [0, 0, 1]]","[[0, 0, 0], [2, 1, 0], [2, 0, 1]]"
 X       ,3, XO      ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 2], [0, 0, 0], [0, 0, 0]]"
 XXO O  X,1,OXXO O  X,"[[0, 1, 1], [2, 0, 2], [0, 0, 1]]","[[2, 1, 1], [2, 0, 2], [0, 0, 1]]"
XXOOO X  ,6,XXOOOXX  ,"[[1, 1, 2], [2, 2, 0], [1, 0, 0]]","[[1, 1, 2], [2, 2, 1], [1, 0, 0]]"
OX    X  ,8,OX    XO ,"[[2, 1, 0], [0, 0, 0], [1, 0, 0]]","[[2, 1, 0], [0, 0, 0], [1, 2, 0]]"
